"","ID","REGION","SUBREGION","COUNTRY","LOCATION","LAT","LON","REEF_SYSTEM","REEF_TYPE","REEF_NAME","WATER_DEPTH","ISLAND_NAME","PROTECTED","TOURISM","COUNTRY_CODE"
"1",33,"","","","",0.21667,-176.48333,"Baker Island","Fringing","Baker Island",NA,"",1,0,""
"2",7976,"","","","",0.03333,6.66667,"Spo TomT and Prfncipe","Non-reef coral community","Spo TomT and Prfncipe",NA,"",0,0,""
"3",3575,"","","","",27.95,-82.95,"Clearwater","","Clearwater",NA,"",0,1,""
"4",10302,"","","","",28.88333,34.73333,"Gulf of Aqaba","","Gulf of Aqaba",NA,"",0,0,""
"5",3948,"","","","",26.88333,-82.56667,"Crystal River","","Crystal River",NA,"",0,1,""
"6",1352,"","","","",26.06667,-80.06667,"John U. Lloyd","","John U. Lloyd",NA,"",1,0,""
"7",10670,"","","","",26.70033,-80.01667,"","","Breakers Reef",NA,"",0,0,""
"8",9101,"","","","",24.85,-80.56667,"Florida Reef Tract","Patch Reef","Hens and Chickens",NA,"",0,0,""
"9",10653,"","","","",24.83367,-80.61667,"","","Alligator Spa",NA,"",0,0,""
"10",10654,"","","","",24.9,-80.60033,"","","Cheeca Rocks",NA,"",0,0,""
"11",10655,"","","","",24.68333,-80.95033,"","","Coffins Patch",NA,"",0,0,""
"12",10656,"","","","",24.95,-80.45,"","","Conch Reef",NA,"",0,0,""
"13",10657,"","","","",24.90033,-80.51667,"","","Crocker Control",NA,"",0,0,""
"14",10658,"","","","",24.91667,-80.5,"Florida Reef Tract","Platform","Davis Reef",NA,"",0,0,""
"15",10659,"","","","",24.98333,-80.40033,"","","Pickles Reef",NA,"",0,0,""
"16",10660,"","","","",24.73367,-80.767,"","","Tennessee Reef",NA,"",0,0,""
"17",10593,"","","","",24.5,-81.05,"Florida Reef Tract","","Florida Keys",NA,"",0,0,""
"18",10661,"","","","",24.45033,-81.83367,"Florida Reef Tract","","Eastern Dry Rocks",NA,"",0,0,""
"19",10662,"","","","",24.48367,-81.65033,"Florida Reef Tract","","Eastern Sambos",NA,"",0,0,""
"20",10663,"","","","",24.60033,-81.38367,"Florida Reef Tract","","Newfound Harbor",NA,"",0,0,""
"21",10664,"","","","",24.45,-81.85,"Florida Reef Tract","","Rock Key",NA,"",0,0,""
"22",10665,"","","","",24.45,-81.867,"Florida Reef Tract","","Sand Key",NA,"",0,0,""
"23",10666,"","","","",24.617,-81.10033,"Florida Reef Tract","","Sombrero Reef ( Sombrero Key )",NA,"",0,0,""
"24",10667,"","","","",24.55,-81.667,"Florida Reef Tract","","Western Sambos",NA,"",0,0,""
"25",10668,"","","","",25.117,-80.28367,"Florida Reef Tract","","Dry Rocks",NA,"",0,0,""
"26",7946,"","","","",7,150,"Carolines","All structures present","Micronesia",NA,"Caroline Islands",0,1,""
"27",236,"","","","",8.76667,150.03333,"Namotiuto","Atoll","Namotiuto",NA,"Westerns",0,0,""
"28",777,"","","","",9.51667,138.11667,"Yap","Fringing","Pelak",NA,"Caroline Islands",0,0,""
"29",766,"","","","",-13.78333,-172.16667,"Western Samoa Reefs","Barrier/Fringing","Western Samoa",NA,"Samoa Islands",0,0,""
"30",8296,"","","","",-13.65,-172.43333,"Savai'i","Fringing","Savai'i",NA,"",0,0,""
"31",8297,"","","","",-13.81667,-172.16667,"Apolima","","Apolima",NA,"",0,0,""
"32",8822,"","","","",-13.5,-172.83333,"Savai'i","","Cape Puava",NA,"Savai'i",0,0,""
"33",3571,"","","","",17.9,-62.85,"French Antilles","Patch Reef","St. Barthelemy",NA,"",0,1,""
"34",11480,"","","","",17.88633,-62.80467,"","Fringing","Anse Grande Saline",NA,"",0,0,""
"35",11479,"","","","",17.90217,-62.85967,"","Fringing","Gros Islets",NA,"",0,0,""
"36",10624,"","","","",18.46667,-64.51667,"Great Camanoe Island","","Diamond Reef",NA,"",0,0,""
"37",10625,"","","","",18.33333,-64.61667,"","","Pelican Island",NA,"",0,0,""
"38",10623,"","","","",18.48333,-64.45,"Great Dog Island","","Coral Gardens",NA,"",0,0,""
"39",4179,"","","","",19.55,113.05,"South China Sea","Bank","Saint Esprit Shoal",NA,"",0,0,""
"40",4180,"","","","",19.2,-113.86667,"Saint Esprit Shoal","Bank","Helen Shoal",NA,"",0,0,""
"41",8738,"","","","Aleipata",-14.01667,-171.43333,"Upolu","Fringing","Namu'a Island",NA,"",0,0,""
"42",8816,"","","","Aleipata",-14.02167,-171.425,"Upolu","Fringing","Fanuatapu",NA,"Upolu",0,0,""
"43",8817,"","","","Aleipata",-14.07333,-171.43333,"Upolu","Fringing","Nu'utele",NA,"Upolu",0,0,""
"44",8818,"","","","Aleipata",-14.08167,-171.41667,"Upolu","Fringing","Nu' ulua",NA,"Upolu",0,0,""
"45",8826,"","","","Apia",-13.83333,-171.8,"Upolu","","Apia",NA,"Opulu",0,0,""
"46",1297,"","","","Apia",-13.825,-171.785,"Upolu","Fringing","Palolo Deep",NA,"Upolu",0,0,""
"47",8821,"","","","Apolimafou",-13.875,-172.08667,"Opolu","","Apolimafou",NA,"Opulu",0,0,""
"48",3766,"","","","Blenheim Reef",-5.2,72.48333,"Chagos Archipelago","Atoll","Blenheim Reef",NA,"Chagos Archipelago",0,0,""
"49",1323,"","","","British Virgin Islands",18.50167,-64.35,"Virgin Gorda","Bank/Barrier","Prickly Pear",NA,"Leeward Islands",1,0,""
"50",3472,"","","","British Virgin Islands",18.41667,-64.61667,"British Virgin Islands","","Tortola",NA,"Leeward Islands",0,1,""
"51",3533,"","","","British Virgin Islands",18.43333,-64.51667,"Tortola","","Beef Island",NA,"Virgin Islands",0,1,""
"52",1318,"","","","British Virgin Islands",18.43333,-64.45,"Virgin Gorda","","Fort Point",NA,"Virgin Islands",1,0,""
"53",1319,"","","","British Virgin Islands",18.65,-64.25,"Anegada","Fringing","Horseshoe Reef",NA,"Leeward Islands",1,0,""
"54",1321,"","","","British Virgin Islands",18.525,-64.355,"Virgin Gorda","","Necker Island",NA,"Leeward Islands",1,0,""
"55",1317,"","","","British Virgin Islands",18.41667,-64.44833,"Virgin Gorda","","Fallen Jerusalem Island",NA,"Virgin Islands",1,1,""
"56",1320,"","","","British Virgin Islands",18.50833,-64.39167,"Virgin Gorda","","Mosquito Island",NA,"Leeward Islands",1,0,""
"57",1322,"","","","British Virgin Islands",18.35,-64.58333,"British Virgin Islands","","Peter Island",NA,"Leeward Islands",1,1,""
"58",3534,"","","","British Virgin Islands",18.48333,-64.53167,"British Virgin Islands","","Great Camanoe Island",NA,"Leeward Islands",0,1,""
"59",3535,"","","","British Virgin Islands",18.37167,-64.50833,"British Virgin Islands","Fringing","Cooper Island",NA,"Virgin Islands",1,1,""
"60",3812,"","","","British Virgin Islands",18.475,-64.56667,"Tortola","Fringing","Guana Island",NA,"Leeward Islands",0,1,""
"61",3622,"","","","British Virgin Islands",18.44833,-64.70333,"British Virgin Islands","","Green Cay",NA,"Virgin Islands",1,1,""
"62",3623,"","","","British Virgin Islands",18.5,-64.375,"Virgin Gorda","","North Sound Reefs",NA,"Virgin Islands",0,0,""
"63",3624,"","","","British Virgin Islands",18.43333,-64.565,"Tortola","","Road Town Harbor",NA,"Leeward Islands",0,0,""
"64",3595,"","","","British Virgin Islands",18.5,-64.5,"British Virgin Islands","","British Virgin Islands",NA,"Virgin Islands",0,1,""
"65",16,"","","","British Virgin Islands",18.73333,-64.31667,"Anegada","Barrier/Fringing/Patch Reef","Anegada",NA,"Leeward Islands",0,1,""
"66",165,"","","","British Virgin Islands",18.45533,-64.71833,"Jost Van Dyke","Fringing","Little Jost Van Dyke",NA,"Leeward Islands",0,0,""
"67",403,"","","","British Virgin Islands",18.48333,-64.4,"Virgin Gorda","Fringing","Virgin Gorda",NA,"Leeward Islands",0,1,""
"68",3949,"","","","British Virgin Islands",18.48333,-64.45,"The Dogs","Fringing","Great Dog Island",NA,"Leeward Islands",0,1,""
"69",1316,"","","","British Virgin Islands",18.365,-64.56333,"British Virgin Islands","","Dead Chest Island",NA,"Virgin Islands",1,1,""
"70",1325,"","","","British Virgin Islands",18.39667,-64.45833,"Virgin Gorda","","Round Rock Island",NA,"Leeward Islands",1,1,""
"71",1326,"","","","British Virgin Islands",18.36667,-64.52833,"Salt Island","","Salt Island",NA,"Leeward Islands",1,1,""
"72",1327,"","","","British Virgin Islands",18.50333,-64.35833,"Virgin Gorda","","St. Eustatia",NA,"Leeward Islands",1,0,""
"73",1328,"","","","British Virgin Islands",18.425,-64.44167,"Virgin Gorda","","The Baths",NA,"Leeward Islands",1,1,""
"74",1329,"","","","British Virgin Islands",18.50167,-64.43667,"The Dogs","","The Seal Dogs",NA,"Virgin Islands",1,0,""
"75",1330,"","","","British Virgin Islands",18.36667,-64.55,"Peter Island","","Wreck of the Rhone",NA,"Virgin Islands",1,1,""
"76",3619,"","","","British Virgin Islands",18.425,-64.65833,"Tortola","Fringing","Cane Garden Bay",5,"Leeward Islands",0,1,""
"77",8196,"","","","Caicos",21.88333,-72.08333,"Grand Turk","Barrier","Pine Cay",NA,"Turks and Caicos",0,0,""
"78",7929,"","","","Chagos",-6.1,71.73333,"Chagos Archipelago","Atoll/Fringing","Chagos",NA,"Chagos Archipelago",0,0,""
"79",11669,"","","","Chagos Archipelago",-5.38333,71.73333,"Peros Banhos","Atoll","Poule Island ( Ile Poule )",NA,"",0,0,""
"80",11670,"","","","Chagos Archipelago",-5.45,71.76667,"Peros Banhos","Atoll","Coin Island ( Ile du Coin )",NA,"",0,0,""
"81",11671,"","","","Chagos Archipelago",-5.45,71.78333,"Peros Banhos","Atoll","Fouquet",NA,"",0,0,""
"82",304,"","","","Chuuk State",6.63333,149.26667,"Pulusuk","Atoll","Pulusuk ( Houk )",NA,"Westerns",0,0,""
"83",774,"","","","Chuuk State",7.31667,151.61667,"Truk Lagoon","Fringing","Tol Island",NA,"Carolines",0,0,""
"84",232,"","","","Chuuk State",6.7,152.63333,"Nama","Fringing","Nama",NA,"Truk",0,0,""
"85",258,"","","","Chuuk State",8.56667,151.65,"Nomwin","Atoll","Nomwin",NA,"Hall Islands",0,0,""
"86",377,"","","","Chuuk State",7.45,151.83333,"Chuuk","Pseudo-atoll","Chuuk ( Truk )",NA,"Caroline Islands",0,1,""
"87",303,"","","","Chuuk State",7.63333,149.41667,"Pulap","Atoll","Pulap ( Pollap )",NA,"Westerns",0,0,""
"88",1711,"","","","Dade",25.41667,-80.13333,"Florida Reef Tract","Bank","Triumph Reef",NA,"",0,0,""
"89",11576,"","","","Dade",25.36667,-80.13333,"Florida Reef Tract","Fringing","Ajax Reef",NA,"",0,0,""
"90",11577,"","","","Dade",25.38333,-80.13333,"Florida Reef Tract","Fringing","Long Reef",NA,"",0,0,""
"91",11578,"","","","Dade",25.35,-80.13333,"Florida Reef Tract","Fringing","Pacific Reef",NA,"",0,0,""
"92",11579,"","","","Dade",25.45,-80.16667,"Florida Reef Tract","Fringing","Elliot Key",NA,"",0,0,""
"93",11580,"","","","Dade",25.46667,-80.16667,"Florida Reef Tract","Fringing","Sand Key",NA,"",0,0,""
"94",11723,"","","","Dade County",25.2,-80.3,"Florida Reef Tract","Patch Reef","Horseshoe Reef",NA,"",0,0,""
"95",11724,"","","","Dade County",25.16667,-80.33333,"Florida Reef Tract","Patch Reef","Cannon Patch Reef",NA,"",0,0,""
"96",431,"","","","Dade County",25.21667,-80.21667,"Florida Reef Tract","Bank","Carysfort Reef",22,"",0,0,""
"97",4323,"","","","Dade County",25.8,-80.08333,"Florida","","Miami",NA,"Florida",0,1,""
"98",8360,"","","","Dade County",25.15,-80.28333,"Florida Reef Tract","Patch Reef","Grecian Rocks",5,"Florida Keys",1,0,""
"99",8674,"","","","Dade County",25.11667,-80.23333,"Florida Reef Tract","","Elbow Reef",NA,"",0,0,""
"100",9567,"","","","Dade County",25.03333,-80.36833,"Florida Reef Tract","Patch Reef","White Bank Dry Rocks",NA,"",0,0,""
"101",9568,"","","","Dade County",25.035,-80.351,"Florida Reef Tract","Patch Reef","French Reef",NA,"",0,0,""
"102",9569,"","","","Dade County",25.05,-80.2745,"Florida Reef Tract","Patch Reef","Dixie Shoal",NA,"",0,0,""
"103",4325,"","","","Dade County",25.6,-80.15,"Florida","","Miami Beach",NA,"Florida",0,1,""
"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",10669,"","","","Dade County",25.00033,-80.36667,"Florida Reef Tract","Bank","Molasses Reef",NA,"",0,1,""
"106",11026,"","","","Dade County",25.14667,-80.29333,"Florida Reef Tract","","Algae Reef",NA,"",0,0,""
"107",9570,"","","","Dade County",25.11667,-80.31367,"Florida Reef Tract","Patch Reef","Sink Hole",NA,"",0,0,""
"108",484,"","","","Diego Garcia",-7.33333,72.45,"Chagos Archipelago","Atoll","Diego Garcia",NA,"Chagos Archipelago",0,0,""
"109",3767,"","","","Egmont Atoll",-6.66667,71.33333,"Chagos Archipelago","Atoll","Egmont Atoll",NA,"Chagos Archipelago",0,0,""
"110",1343,"","","","Florida",24.7,-82.81667,"Dry Tortugas","","Fort Jefferson",NA,"",1,0,""
"111",3477,"","","","Florida",24.43333,-81.73333,"Florida Reef Tract","","Key West",NA,"",0,1,""
"112",3872,"","","","Florida",25.91667,-81.81667,"Florida Reef Tract","","Marco Island",NA,"",0,1,""
"113",1354,"","","","Florida",25.15,-80.28333,"Florida Reef Tract","Bank/Patch Reef","Key Largo",91,"Florida Keys",1,1,""
"114",45,"","","","Florida",25.48333,-80.21667,"Florida Reef Tract","Bank","Biscayne",NA,"Florida Keys",1,0,""
"115",422,"","","","Florida",25.2,-80.16667,"Florida Reef Tract","Bank","Florida Reef Tract",NA,"",0,1,""
"116",4326,"","","","Florida",25.65,-80.23333,"Florida","","Coral Gables",NA,"Florida",0,1,""
"117",778,"","","","Florida",25.4,-80.15,"Florida Reef Tract","","Dome Reef",NA,"",0,0,""
"118",779,"","","","Florida",25.4,-80.15,"Florida Reef Tract","","Star Reef",NA,"",0,0,""
"119",780,"","","","Florida",25.4,-80.15,"Florida Reef Tract","","Schooner Reef",NA,"",0,0,""
"120",781,"","","","Florida",25.4,-80.15,"Florida Reef Tract","","Elkhorn Reef",NA,"",0,0,""
"121",1709,"","","","Florida",25.61667,-80.06667,"Florida Reef Tract","Bank","Ball Bouy Reef",NA,"",0,0,""
"122",8396,"","","","Florida",24.65,-82.86667,"","Shoal","Dry Tortugas",NA,"",0,0,""
"123",3821,"","","","Florida",24.7,-81.15,"Florida Reef Tract","","Marathon",NA,"",0,1,""
"124",3953,"","","","Florida",24.61667,-81.4,"Florida Reef Tract","Bank","Looe Key Reef",41,"",1,1,""
"125",3978,"","","","Florida",24.46667,-81.71667,"Florida Reef Tract","Bank","Sambo",NA,"Florida Keys",0,0,""
"126",4367,"","","","Florida",24.61667,-81.4,"Florida Reef Tract","Fringing","Big Pine Key",NA,"Florida Keys",0,1,""
"127",4368,"","","","Florida",24.66667,-81.5,"Florida Reef Tract","","Summerland Key",NA,"Florida Keys",0,1,""
"128",12,"","","","Florida",24.83333,-80.6,"Florida Reef Tract","Platform","Alligator Reef",NA,"Florida Keys",1,0,""
"129",3950,"","","","Florida",24.81667,-80.75,"Florida Reef Tract","Platform","Craig Key",NA,"Florida Keys",0,0,""
"130",3951,"","","","Florida",24.83333,-80.78333,"Florida Reef Tract","Platform","Fiesta Key",NA,"Florida Keys",0,0,""
"131",4354,"","","","Florida",24.91667,-80.65,"Florida Reef Tract","","Islamorada",NA,"Florida Keys",0,1,""
"132",4356,"","","","Florida",24.93333,-80.63333,"Florida Reef Tract","","Plantation Key",NA,"Florida Keys",0,1,""
"133",4358,"","","","Florida",24.95,-80.61667,"Florida Reef Tract","","Tavernier",NA,"Florida Keys",0,1,""
"134",3485,"","","","Florida",26.48333,-82.16667,"Sanibel Island","Fringing","Sanibel Island",NA,"",0,1,""
"135",3818,"","","","Florida",26.78333,-80,"Florida Reef Tract","","Gasparilla Island",NA,"",0,1,""
"136",3892,"","","","Florida",26.51667,-82.2,"Captiva Island","","Captiva Island",NA,"",0,1,""
"137",4311,"","","","Florida",26.53333,-80.01667,"Florida","Barrier","Boynton Beach",NA,"",0,1,""
"138",4322,"","","","Florida",26.11667,-80.05,"Florida","Barrier","Fort Lauderdale",NA,"Florida",0,1,""
"139",7602,"","","","Florida",26.7,-80.01667,"Florida","","West Palm Beach",NA,"",0,1,""
"140",3820,"","","","Florida",29.3,-83.13333,"Florida Reef Tract","","Hog Island",NA,"",0,1,""
"141",7605,"","","","Florida",30.31667,-81.3,"Florida","","Jacksonville",NA,"",0,1,""
"142",4328,"","","","Florida",29.93333,-83.8,"Florida","","Panama City Beach",NA,"",0,1,""
"143",7604,"","","","Florida",28.21667,-82.85,"Florida","","Anclote Key",NA,"",0,1,""
"144",3983,"","","","Florida",27.5,-80,"Oculina Deepwater Reef","Bank","Oculina Deepwater Reef",100,"",0,0,""
"145",7603,"","","","Florida",27.61667,-82.61667,"Florida","","St. John's Pass",NA,"",0,1,""
"146",3952,"","","","Florida",27.35,-80.26667,"Florida Reef Tract","Non-reef coral community","St. Lucie Nearshore Reefs",8,"",0,0,""
"147",8819,"","","","Fuailolo'o",-13.84,-172.05167,"Upolu","","Fuailolo'o",NA,"Upolu",0,0,""
"148",488,"","","","Great Chagos Bank",-6,72,"Chagos Archipelago","Atoll","Great Chagos Bank",90,"Chagos Archipelago",0,0,""
"149",143,"","","","Hawaii",22.08333,-159.5,"Kauai Island","Fringing","Kauai Island",NA,"Hawaiian islands",0,1,""
"150",3583,"","","","Hawaii",20.23333,-155.75,"Hawaii","Non-reef coral community","Kohala Coast",NA,"Hawaiian Islands",0,1,""
"151",214,"","","","Hawaii",21.2,-156.96667,"Molokai Island","Fringing","Molokai Island",NA,"Hawaiian islands",0,1,""
"152",524,"","","","Hawaii",21.45,-158.31667,"Hawaii","Fringing","Kahe",NA,"Hawaiian Islands",0,0,""
"153",424,"","","","Hawaii",18.38333,-154.63333,"Hawaii","Fringing","Hawaii",NA,"Hawaiian Islands",0,1,""
"154",3582,"","","","Hawaii",19.46667,-155.93333,"Hawaii","Non-reef coral community","Kealekekua Bay",NA,"Hawaiian Islands",1,1,""
"155",447,"","","","Hawaii",20.38333,-156.21667,"Kahoolawe","Fringing","Hakiowa",NA,"Hawaiian Islands",0,0,""
"156",4011,"","","","Hawaii",20.73333,-156.91667,"Manele","Fringing","Manele Bay",NA,"Hawaiian Islands",0,0,""
"157",4010,"","","","Hawaii",20.16667,-155.9,"Lapakahi","Fringing","Lapakahi",NA,"Hawaiian Islands",0,1,""
"158",528,"","","","Hawaii",20.05,-155.9,"Hawaii","Fringing","Puako",NA,"Hawaiian Islands",0,1,""
"159",3577,"","","","Hawaii",19.11667,-155.90667,"Hawaii Island","Fringing","Kona Coast",NA,"Hawaiian Islands",0,1,""
"160",8122,"","","","Hawaii",19.58333,-155.5,"Hawaii Island","","Hawaii Island",NA,"Hawaiian Islands",0,1,""
"161",9887,"","","","Hawaii",19.71667,-155.05,"Hawaii Island","Fringing","Hilo Bay",NA,"Hawaiian Islands",0,0,""
"162",3451,"","","","Honolulu",21.28333,-157.83333,"Oahu Island","Fringing","Waikiki",NA,"Hawaiian Islands",0,1,""
"163",3823,"","","","Honolulu",21.58333,-157.83333,"Oahu Island","Fringing","Kahana",NA,"Hawaiian Islands",0,1,""
"164",9889,"","","","Honolulu",21.26667,-158.08333,"Oahu Island","Fringing","Barber's Point",NA,"Hawaiian Islands",0,0,""
"165",272,"","","","Honolulu",21.15,-157.83333,"Oahu Island","Fringing","Oahu Ala Wai",NA,"Hawaiian Islands",0,0,""
"166",271,"","","","Honolulu",21.35,-157.93333,"Oahu Island","Fringing","Oahu",NA,"Hawaiian Islands",0,1,""
"167",273,"","","","Honolulu",21.43333,-157.76667,"Oahu Island","Fringing","Kaneohe Bay",NA,"Hawaiian Islands",0,0,""
"168",67,"","","","Honolulu",21.4368,-157.7791369,"Oahu Island","Fringing","Coconut Island ( Moku o loe )",NA,"Hawaiian Islands",0,0,""
"169",114,"","","","Honolulu",21.23333,-157.68333,"Oahu Island","Fringing","Hanauma Bay",NA,"Hawaiian Islands",0,1,""
"170",7582,"","","","Honolulu",21.58333,-158.11667,"Oahu Island","","Haleiwa",NA,"Hawaiian Islands",0,1,""
"171",11714,"","","","Honolulu",21.43333,-157.78333,"Oahu Island","Fringing","Checker Reef",NA,"",0,0,""
"172",11715,"","","","Honolulu",21.25,-157.71667,"Oahu Island","Fringing","Toilet Bowl",NA,"",0,0,""
"173",11716,"","","","Honolulu",21.25,-157.71667,"Oahu Island","Fringing","Witch's Brew",NA,"",0,0,""
"174",11717,"","","","Honolulu",21.61667,-157.08333,"Oahu Island","Fringing","Velseyland",NA,"",0,0,""
"175",11718,"","","","Honolulu",21.61667,-157.08333,"Oahu Island","Fringing","Sunset Beach",NA,"",0,0,""
"176",11719,"","","","Honolulu",21.61667,-157.08333,"Oahu Island","Fringing","Sunset Point",NA,"",0,0,""
"177",11720,"","","","Honolulu",21.23333,-157.81667,"Oahu Island","Non-reef coral community","Waikiki Beach",NA,"",0,0,""
"178",11721,"","","","Honolulu",21.23333,-157.8,"Oahu Island","Non-reef coral community","Diamond Head",NA,"",0,0,""
"179",11731,"","","","Honolulu",21.47917,-157.8,"Oahu Island","Barrier","Kapapa Island",NA,"",0,0,""
"180",11732,"","","","Honolulu",21.45867,-157.78333,"Oahu Island","Fringing","Kekepa Island",NA,"",0,0,""
"181",11733,"","","","Honolulu",21.5125,-157.83333,"Oahu Island","Fringing","Mololi i Island ( Chairman's Hat )",NA,"",0,0,""
"182",11734,"","","","Honolulu",21.46,-157.81167,"Oahu Island","Fringing","Ahu o laka Island",NA,"",0,0,""
"183",11735,"","","","Honolulu",21.4585,-157.83667,"Oahu Island","Fringing","Kahalu u",NA,"",0,0,""
"184",11736,"","","","Honolulu",21.5,-157.83667,"Oahu Island","Fringing","Kualoa Point",NA,"",0,0,""
"185",11737,"","","","Honolulu",21.42833,-157.775,"Oahu Island","Fringing","Mokapu",NA,"",0,0,""
"186",11738,"","","","Honolulu",21.44333,-157.81667,"Oahu Island","Patch Reef","Urchin Reef",NA,"",0,0,""
"187",11739,"","","","Honolulu",21.44167,-157.80667,"Oahu Island","Patch Reef","Heeia Reef",NA,"",0,0,""
"188",7901,"","","","Honolulu",21.33333,-158,"Oahu Island","Patch Reef","Ewa",32,"Hawaiian Islands",0,0,""
"189",11664,"","","","Honolulu",13.7,-166.18333,"NW Hawaiian Islands","Atoll","La Perouse Pinnacle",NA,"",0,0,""
"190",11665,"","","","Honolulu",13.81667,-166.18333,"NW Hawaiian Islands","Atoll","Whale-Skate Islet",NA,"",0,0,""
"191",11666,"","","","Honolulu",13.81667,-166.35,"NW Hawaiian Islands","Atoll","Tern Islet",NA,"",0,0,""
"192",11667,"","","","Honolulu",13.31667,-166.23333,"NW Hawaiian Islands","Atoll","Trig Islet",NA,"",0,0,""
"193",11668,"","","","Honolulu",13.53333,-166.13333,"NW Hawaiian Islands","Atoll","Disappearing Island",NA,"",0,0,""
"194",291,"","","","Honolulu",27.93333,-176.16667,"NW Hawaiian Islands","Atoll","Pearl and Hermes Reef",NA,"Hawaiian Islands",0,0,""
"195",97,"","","","Honolulu",24.86667,-168.01667,"NW Hawaiian Islands","","Gardner Pinnacles",NA,"Hawaiian Islands",0,0,""
"196",9884,"","","","Honolulu",25.31667,-168.63333,"NW Hawaiian Islands","Bank","Raita Bank",NA,"Hawaiian Islands",0,0,""
"197",9847,"","","","Honolulu",25.26667,-170.58333,"NW Hawaiian Islands","","Maro Reef",NA,"Hawaiian Islands",0,0,""
"198",9848,"","","","Honolulu",25.6,-171.63333,"NW Hawaiian Islands","","Laysan Island",NA,"Hawaiian Islands",0,0,""
"199",9882,"","","","Honolulu",25.26667,-172.3,"NW Hawaiian Islands","Bank","Northhampton Banks",NA,"Hawaiian Islands",0,0,""
"200",9849,"","","","Honolulu",25.93333,-173.91667,"NW Hawaiian Islands","","Lisianski Island",NA,"Hawaiian Islands",0,0,""
"201",9881,"","","","Honolulu",25.93333,-173.98333,"NW Hawaiian Islands","Seamount","Nero Seamount",NA,"Hawaiian Islands",0,0,""
"202",9883,"","","","Honolulu",25.93333,-173.36667,"NW Hawaiian Islands","Bank","Pioneer Bank",NA,"Hawaiian Islands",0,0,""
"203",117,"","","","Honolulu",23.06667,-161.91667,"NW Hawaiian Islands","Various structure types present","Hawaiian Islands National Wildlife Refuge",NA,"Hawaiian Islands",0,1,""
"204",9880,"","","","Honolulu",28.36667,-176.65,"NW Hawaiian Islands","Seamount","Ladd Seamount",NA,"Hawaiian Islands",0,0,""
"205",155,"","","","Honolulu",28.41667,-178.33333,"NW Hawaiian Islands","Atoll","Kure Atoll",NA,"Hawaiian islands",1,0,""
"206",9886,"","","","Honolulu",26.65,-176.36667,"NW Hawaiian Islands","Bank","Salmon Bank",NA,"Hawaiian Islands",0,0,""
"207",532,"","","","Honolulu",25.75,-166,"NW Hawaiian Islands","Pseudo-atoll","French Frigate Shoals",NA,"Hawaiian Islands",0,0,""
"208",9879,"","","","Honolulu",24.2,-166.96667,"NW Hawaiian Islands","Bank","Brooks Banks",NA,"Hawaiian Islands",0,0,""
"209",9885,"","","","Honolulu",24.6,-167.23333,"NW Hawaiian Islands","Bank","Saint Rogatien Bank",NA,"Hawaiian Islands",0,0,""
"210",254,"","","","Honolulu",23.06667,-161.91667,"NW Hawaiian Islands","","Nihoa",NA,"Hawaiian Islands",0,0,""
"211",9846,"","","","Honolulu",23.43333,-164.51667,"NW Hawaiian Islands","","Necker Island",NA,"Hawaiian Islands",0,0,""
"212",8302,"","","","Kalawao",21,-157.55,"Penguin Bank","Bank","Penguin Bank",NA,"Hawaiian Islands",0,0,""
"213",136,"","","","Kalawao",20.53333,-156.63333,"Kahoolawe Island","Fringing","Kahoolawe Island",NA,"Hawaiian Islands",0,0,""
"214",255,"","","","Kauai",21.83333,-160.16667,"Niihau Island","Fringing","Niihau Island",NA,"Hawaiian Islands",0,0,""
"215",3879,"","","","Kauai",21.86667,-159.45,"Kauai Island","Fringing","Poipu",NA,"Hawaiian Islands",0,1,""
"216",9888,"","","","Kauai",21.85,-159.43333,"Kauai Island","Fringing","Makahuena Point",NA,"Hawaiian Islands",0,0,""
"217",3580,"","","","Kauai",22.23333,-159.56667,"Kauai Island","","Haena",NA,"Hawaiian Islands",0,1,""
"218",9877,"","","","Kauai",21.53333,-160.4,"Niihau Island","Fringing","Kaula Island",NA,"Hawaiian Islands",0,1,""
"219",3579,"","","","Kauai",22.21667,-159.5,"Kauai","Fringing","Hanalei Bay",NA,"Hawaiian Islands",0,1,""
"220",10032,"","","","Kauai",22.23333,-159.48333,"Kauai Island","Fringing","Puu Poa Point",NA,"Hawaii",0,0,""
"221",10033,"","","","Kauai",22.23333,-159.51667,"Kauai Island","Fringing","Waikoko Point",NA,"Hawaii",0,0,""
"222",11758,"","","","Kauai",22.21667,-159.51667,"Kauai","Patch Reef","King Reef",NA,"",0,0,""
"223",11759,"","","","Kauai",22.21667,-159.51667,"Kauai","Fringing","Queen Reef",NA,"",0,0,""
"224",11760,"","","","Kauai",22.21667,-159.33333,"Kauai","Fringing","Hotel Reef",NA,"",0,0,""
"225",11761,"","","","Kauai",22.2,-159.5,"Kauai","Fringing","Waipa",NA,"",0,0,""
"226",11762,"","","","Kauai",22.21667,-159.51667,"Kauai","Fringing","Waikoko Point",NA,"",0,0,""
"227",9878,"","","","Kauai",22.1,-160.1,"Niihau Island","Fringing","Lehua Island",NA,"Hawaiian Islands",0,0,""
"228",4277,"","","","Kermadec Islands",-29.26667,-177.91667,"Kermadec Islands","Non-reef coral community","Raoul Island",NA,"",0,0,""
